Frame,Nose_x,Nose_y,Nose_likelihood,Left_Ear_x,Left_Ear_y,Left_Ear_likelihood,Right_Ear_x,Right_Ear_y,Right_Ear_likelihood,Body_Center_x,Body_Center_y,Body_Center_likelihood,Left_Body_x,Left_Body_y,Left_Body_likelihood,Right_Body_x,Right_Body_y,Right_Body_likelihood,Tail_Base_x,Tail_Base_y,Tail_Base_likelihood,Head_Center_x,Head_Center_y
573,123.7,168.15,0.4,124.17,162.59,0.35,119.53,164.38,0.41,120.65,151.88,0.14,124.02,151.87,0.18,111.4,153.91,0.1,118.39,142.34,0.38,122.47,165.04
574,123.82,168.39,0.36,124.16,162.77,0.31,119.65,164.51,0.35,120.84,151.98,0.12,124.09,151.98,0.16,111.59,154.25,0.08,118.44,142.34,0.36,122.54,165.23
575,123.93,168.09,0.36,124.09,162.69,0.31,119.87,164.43,0.35,120.83,151.89,0.12,124.02,151.88,0.15,114.57,149.05,0.06,118.36,142.35,0.35,122.63,165.07
576,124.97,168.01,0.28,124.21,162.68,0.27,118.44,164.07,0.29,120.94,151.76,0.1,123.87,151.81,0.12,114.75,148.9,0.04,118.42,142.29,0.31,122.54,164.92
577,125.3,168.03,0.26,124.42,162.78,0.25,118.75,164.24,0.28,121.04,151.54,0.09,123.88,151.57,0.12,114.71,148.68,0.03,118.61,142.35,0.3,122.82,165.02
578,125.63,167.94,0.24,124.58,162.87,0.24,119.15,164.4,0.27,121.12,151.44,0.09,123.9,151.45,0.11,114.76,148.59,0.02,118.65,142.33,0.29,123.12,165.07
579,125.92,168.23,0.26,124.72,162.92,0.28,119.14,164.56,0.29,120.94,151.48,0.1,123.78,151.54,0.12,114.68,148.85,0.03,118.57,142.43,0.31,123.26,165.24
580,125.78,168.02,0.29,124.58,162.7,0.3,121.0,164.85,0.32,120.79,151.59,0.11,123.72,151.63,0.14,114.67,149.01,0.05,118.4,142.49,0.32,123.78,165.19
581,125.04,167.92,0.32,124.3,162.46,0.33,120.5,164.43,0.36,120.78,151.98,0.12,123.91,151.96,0.15,114.71,149.3,0.06,118.09,142.43,0.33,123.28,164.94
582,124.23,168.74,0.34,124.6,162.87,0.34,120.13,164.51,0.38,121.01,152.29,0.13,124.33,152.31,0.16,112.02,154.51,0.08,117.99,142.31,0.35,122.99,165.37
583,123.45,168.83,0.31,124.42,162.92,0.29,119.99,164.2,0.31,121.29,152.58,0.11,124.51,152.54,0.14,115.15,149.7,0.06,117.9,142.15,0.33,122.62,165.31
584,123.23,168.92,0.29,124.43,162.98,0.27,117.73,161.5,0.29,121.39,152.47,0.11,124.55,152.42,0.13,115.19,149.56,0.06,118.05,142.18,0.32,121.79,164.46
585,123.44,168.89,0.24,124.4,163.04,0.24,117.9,163.97,0.27,121.61,152.2,0.09,124.6,152.14,0.12,115.31,149.34,0.05,118.42,142.19,0.3,121.91,165.3
586,123.58,168.85,0.2,120.81,160.16,0.22,117.9,164.1,0.26,121.66,152.15,0.09,124.55,152.1,0.11,115.32,149.32,0.04,118.53,142.19,0.29,120.77,164.37
587,123.65,168.7,0.19,120.83,160.03,0.21,117.97,164.15,0.26,121.72,152.07,0.09,124.59,151.99,0.11,115.32,149.21,0.03,118.61,142.18,0.29,120.82,164.29
588,122.06,170.1,0.15,120.86,159.78,0.19,118.04,164.26,0.24,121.79,151.91,0.08,124.59,151.76,0.1,115.33,149.03,0.02,118.76,142.17,0.28,120.32,164.71
589,122.02,170.16,0.16,120.84,159.85,0.19,118.03,164.31,0.24,121.77,151.9,0.08,124.55,151.78,0.1,115.34,149.05,0.03,118.79,142.17,0.28,120.3,164.77
590,121.96,170.13,0.15,120.76,159.75,0.18,118.04,164.39,0.24,121.71,151.89,0.08,124.46,151.77,0.1,115.34,149.08,0.03,118.81,142.13,0.28,120.25,164.76
591,123.6,168.64,0.19,120.88,160.11,0.21,117.96,164.2,0.26,121.68,152.02,0.09,124.51,151.93,0.11,115.32,149.22,0.04,118.7,142.18,0.29,120.81,164.31
592,123.52,168.68,0.23,124.41,163.06,0.23,117.95,164.04,0.27,121.64,152.08,0.09,124.52,152.0,0.11,115.32,149.28,0.04,118.63,142.24,0.3,121.96,165.26
593,123.49,168.73,0.25,124.42,163.0,0.25,117.94,163.93,0.28,121.6,152.12,0.1,124.54,152.07,0.12,115.33,149.29,0.05,118.53,142.31,0.31,121.95,165.22
594,123.53,168.65,0.25,124.36,162.94,0.25,117.93,163.89,0.28,121.53,152.14,0.1,124.47,152.09,0.12,115.28,149.3,0.05,118.52,142.3,0.31,121.94,165.16
595,123.72,168.51,0.28,124.42,162.87,0.27,118.01,163.83,0.29,121.42,151.95,0.1,124.33,151.91,0.13,115.16,149.12,0.05,118.61,142.42,0.31,122.05,165.07
596,124.16,167.91,0.28,124.34,162.65,0.26,118.45,163.78,0.28,121.23,151.49,0.1,123.98,151.48,0.12,115.05,148.59,0.05,118.78,142.58,0.29,122.31,164.78
597,124.97,167.63,0.3,124.51,162.51,0.28,120.91,164.38,0.31,121.09,151.25,0.11,123.82,151.25,0.13,114.95,148.51,0.05,118.78,142.75,0.29,123.47,164.84
598,125.35,167.49,0.32,124.66,162.46,0.3,121.07,164.45,0.34,121.06,151.1,0.12,123.79,151.07,0.15,114.93,148.49,0.06,118.77,142.92,0.3,123.69,164.8
599,125.75,167.55,0.33,124.83,162.46,0.32,121.17,164.57,0.36,121.04,150.98,0.12,123.78,150.91,0.15,114.87,148.51,0.06,118.82,143.12,0.31,123.92,164.86
600,126.02,167.49,0.34,124.89,162.42,0.32,121.3,164.63,0.37,121.01,150.94,0.12,123.69,150.83,0.16,112.13,154.73,0.06,118.84,143.27,0.31,124.07,164.85
601,126.03,167.46,0.33,124.88,162.43,0.32,121.34,164.66,0.36,120.97,150.86,0.12,123.64,150.77,0.16,114.86,148.48,0.06,118.83,143.23,0.31,124.08,164.85
602,126.04,167.47,0.33,124.87,162.42,0.31,121.31,164.66,0.36,120.93,150.9,0.12,123.62,150.8,0.16,114.82,148.49,0.06,118.77,143.19,0.31,124.07,164.85
603,125.87,167.42,0.32,124.79,162.39,0.31,121.24,164.6,0.35,120.94,150.91,0.12,123.62,150.81,0.15,114.79,148.44,0.06,118.79,143.16,0.31,123.96,164.81
604,125.88,167.44,0.32,124.79,162.41,0.31,121.24,164.62,0.35,120.93,150.9,0.12,123.61,150.81,0.15,114.79,148.42,0.06,118.77,143.16,0.31,123.97,164.82
605,126.06,167.47,0.32,124.84,162.43,0.31,121.33,164.7,0.35,120.96,150.88,0.12,123.6,150.78,0.15,114.81,148.45,0.06,118.81,143.22,0.31,124.07,164.87
606,126.07,167.44,0.32,124.84,162.43,0.31,121.36,164.7,0.35,121.0,150.86,0.12,123.61,150.75,0.15,114.85,148.43,0.05,118.86,143.24,0.3,124.09,164.86
607,126.06,167.43,0.31,124.82,162.41,0.3,121.35,164.68,0.35,121.01,150.9,0.12,123.62,150.79,0.15,114.85,148.44,0.05,118.84,143.24,0.3,124.08,164.84
608,126.07,167.4,0.31,124.78,162.38,0.3,121.35,164.67,0.34,121.03,150.9,0.12,123.6,150.78,0.15,114.86,148.44,0.05,118.87,143.27,0.3,124.07,164.81
609,125.84,167.41,0.31,124.71,162.4,0.3,121.23,164.61,0.34,121.01,150.96,0.12,123.61,150.86,0.15,114.82,148.46,0.05,118.83,143.21,0.3,123.92,164.81
610,126.17,167.6,0.32,124.83,162.47,0.31,121.25,164.83,0.36,120.87,150.96,0.12,123.54,150.85,0.16,114.69,148.55,0.06,118.79,143.23,0.31,124.08,164.97
611,126.0,167.41,0.36,124.82,162.37,0.33,121.19,164.69,0.4,120.77,150.84,0.13,123.45,150.65,0.16,111.76,154.38,0.08,118.76,143.43,0.32,124.0,164.82
612,126.46,167.48,0.38,124.96,162.41,0.34,121.36,164.84,0.41,120.63,150.73,0.13,123.29,150.47,0.17,111.67,154.36,0.09,118.84,143.58,0.32,124.26,164.91
613,127.41,167.5,0.4,125.23,162.33,0.38,121.57,165.08,0.47,120.47,150.79,0.14,123.27,150.44,0.18,111.42,154.64,0.12,118.81,143.68,0.34,124.74,164.97
614,127.48,167.43,0.4,125.2,162.32,0.38,121.66,165.1,0.47,120.51,150.78,0.14,123.25,150.42,0.17,111.43,154.81,0.11,118.86,143.8,0.33,124.78,164.95
615,127.51,167.3,0.4,125.15,162.2,0.38,121.66,165.02,0.48,120.46,150.87,0.14,123.23,150.48,0.17,111.44,154.98,0.12,118.79,143.8,0.34,124.77,164.84
616,127.48,167.3,0.4,125.17,162.18,0.38,121.64,164.98,0.48,120.47,150.92,0.14,123.27,150.52,0.17,111.45,155.0,0.12,118.78,143.81,0.34,124.76,164.82
617,127.59,167.22,0.41,125.13,162.07,0.4,121.58,164.95,0.5,120.37,151.0,0.14,123.24,150.57,0.18,111.36,155.02,0.13,118.7,143.79,0.35,124.77,164.75
618,127.65,167.13,0.42,125.1,162.02,0.4,121.62,164.92,0.51,120.36,150.98,0.14,123.22,150.52,0.18,111.33,155.02,0.13,118.72,143.87,0.34,124.79,164.69
619,127.49,167.1,0.41,125.04,162.02,0.4,121.56,164.88,0.5,120.39,150.95,0.14,123.2,150.49,0.18,111.29,155.01,0.13,118.78,143.92,0.34,124.7,164.66
620,127.63,167.08,0.41,125.05,162.02,0.4,121.63,164.92,0.5,120.36,150.95,0.14,123.16,150.47,0.18,111.25,155.08,0.13,118.78,143.96,0.34,124.77,164.67
621,127.59,167.03,0.41,124.95,161.97,0.4,121.55,164.89,0.51,120.33,151.02,0.13,123.11,150.53,0.17,111.22,155.11,0.14,118.75,144.01,0.34,124.7,164.63
622,127.73,166.94,0.42,124.94,161.92,0.41,121.6,164.86,0.52,120.26,151.1,0.14,123.08,150.59,0.18,111.24,155.19,0.14,118.66,143.98,0.34,124.76,164.57
623,127.94,166.88,0.42,124.95,161.82,0.42,121.61,164.83,0.53,120.14,151.19,0.14,123.03,150.64,0.18,111.24,155.3,0.15,118.59,143.96,0.35,124.84,164.51
624,128.56,166.92,0.44,125.15,161.69,0.44,121.76,165.01,0.55,119.96,151.21,0.14,122.9,150.6,0.18,111.18,155.36,0.16,118.62,143.97,0.35,125.16,164.54
625,128.44,166.78,0.43,125.03,161.63,0.44,121.73,164.93,0.55,119.98,151.21,0.14,122.64,152.64,0.18,111.19,155.47,0.16,118.58,144.01,0.35,125.07,164.45
626,128.19,166.63,0.43,124.89,161.56,0.43,121.66,164.78,0.55,115.3,153.81,0.14,122.63,152.71,0.18,111.2,155.57,0.16,118.46,144.02,0.35,124.91,164.32
627,125.78,166.42,0.41,124.56,161.83,0.37,121.21,164.07,0.46,120.6,151.17,0.14,123.36,150.72,0.18,111.24,154.87,0.14,118.45,143.91,0.33,123.85,164.11
628,125.5,166.68,0.39,124.77,162.02,0.36,121.22,164.06,0.43,120.97,151.02,0.13,123.67,150.66,0.17,111.3,154.64,0.14,118.68,143.87,0.32,123.83,164.25
629,124.93,167.0,0.4,124.75,162.23,0.36,120.95,164.06,0.44,120.95,151.28,0.14,123.79,150.99,0.18,111.13,154.28,0.16,118.54,143.68,0.34,123.54,164.43
630,124.61,167.32,0.39,124.67,162.43,0.36,120.76,164.13,0.44,116.11,153.57,0.14,123.88,151.31,0.17,111.09,154.26,0.17,118.54,143.57,0.34,123.35,164.63
631,124.3,167.79,0.38,124.72,162.68,0.37,120.57,164.28,0.43,116.35,153.68,0.14,124.0,151.56,0.17,111.16,154.22,0.16,118.56,143.46,0.34,123.2,164.92
632,124.16,168.22,0.36,124.7,162.84,0.35,120.42,164.4,0.41,116.5,153.97,0.13,124.03,151.76,0.16,111.29,154.41,0.14,118.57,143.32,0.33,123.09,165.15
633,123.9,169.08,0.34,124.93,163.21,0.34,120.24,164.64,0.38,116.65,153.87,0.12,124.37,151.94,0.14,111.29,154.19,0.13,118.81,143.29,0.32,123.02,165.64
634,123.64,169.17,0.28,121.49,161.49,0.29,117.64,162.11,0.33,116.73,154.33,0.1,124.73,152.26,0.12,111.98,154.52,0.09,118.7,143.06,0.31,120.92,164.26
635,123.43,169.46,0.26,121.31,161.53,0.28,117.55,162.21,0.32,116.73,154.35,0.1,122.75,155.13,0.11,112.14,154.51,0.08,118.66,142.99,0.3,120.76,164.4
636,123.27,169.44,0.22,121.0,161.18,0.26,117.61,162.04,0.3,116.68,154.45,0.09,125.09,152.42,0.1,112.41,154.65,0.06,118.65,142.92,0.29,120.63,164.22
637,123.19,169.3,0.24,121.08,161.11,0.26,117.71,161.96,0.3,116.78,154.41,0.09,125.16,152.37,0.1,112.5,154.59,0.06,118.67,142.95,0.29,120.66,164.12
638,123.12,169.14,0.24,121.12,160.98,0.25,117.79,161.85,0.3,116.85,154.32,0.09,125.21,152.25,0.1,123.81,161.94,0.06,118.73,142.98,0.29,120.68,163.99
639,123.1,169.19,0.25,121.13,161.05,0.26,117.79,161.9,0.31,116.85,154.37,0.09,125.21,152.31,0.1,112.57,154.53,0.06,118.72,142.98,0.29,120.67,164.05
640,123.06,169.21,0.25,121.14,161.1,0.26,117.81,161.93,0.31,116.87,154.41,0.09,125.23,152.42,0.1,112.56,154.56,0.07,118.69,142.97,0.3,120.67,164.08
641,123.24,169.25,0.26,121.25,161.22,0.27,117.74,162.01,0.31,116.84,154.38,0.1,125.13,152.38,0.11,112.4,154.54,0.07,118.71,142.98,0.3,120.74,164.16
642,123.41,169.16,0.25,121.19,161.06,0.27,117.74,161.94,0.31,116.81,154.41,0.09,125.06,152.34,0.11,112.4,154.62,0.07,118.73,142.97,0.3,120.78,164.05
643,123.55,168.85,0.25,124.59,163.05,0.27,117.88,161.69,0.3,122.14,152.36,0.09,124.89,152.19,0.11,112.46,154.67,0.06,118.76,142.99,0.29,122.01,164.53
644,123.59,168.83,0.26,124.63,163.07,0.27,117.86,161.72,0.3,122.12,152.36,0.09,124.91,152.18,0.11,112.38,154.67,0.07,118.75,142.97,0.3,122.03,164.54
645,123.63,168.85,0.25,124.65,163.09,0.27,117.84,161.75,0.3,122.15,152.28,0.09,124.9,152.12,0.11,112.35,154.61,0.06,118.82,143.01,0.3,122.04,164.56
646,123.64,168.84,0.25,124.64,163.07,0.27,117.85,161.75,0.3,122.11,152.29,0.09,124.86,152.13,0.11,112.35,154.63,0.06,118.82,143.02,0.3,122.04,164.55
647,123.66,168.84,0.25,124.65,163.08,0.27,117.84,161.76,0.3,122.11,152.27,0.09,124.85,152.11,0.11,112.32,154.61,0.06,118.85,143.02,0.3,122.05,164.56
648,123.68,168.82,0.25,124.65,163.08,0.27,117.84,161.75,0.29,122.09,152.24,0.09,124.84,152.09,0.11,112.29,154.6,0.06,118.84,143.01,0.3,122.06,164.55
649,123.69,168.86,0.26,124.67,163.11,0.28,117.85,161.82,0.3,122.02,152.32,0.1,124.8,152.18,0.12,112.23,154.67,0.07,118.81,143.01,0.3,122.07,164.59
650,123.7,168.86,0.26,124.67,163.1,0.28,117.87,161.79,0.3,122.05,152.31,0.09,124.82,152.17,0.12,112.27,154.69,0.07,118.84,143.02,0.3,122.08,164.58
651,123.7,168.85,0.26,124.66,163.1,0.28,117.87,161.8,0.3,122.03,152.32,0.1,124.8,152.18,0.12,112.24,154.71,0.07,118.8,143.02,0.3,122.08,164.58
652,123.71,168.87,0.26,124.67,163.09,0.28,117.86,161.79,0.3,122.02,152.3,0.1,124.79,152.16,0.12,112.23,154.7,0.07,118.81,143.02,0.3,122.08,164.58
653,123.74,168.94,0.28,124.73,163.14,0.29,120.41,164.4,0.31,121.97,152.33,0.1,124.76,152.21,0.12,112.09,154.7,0.08,118.83,143.07,0.31,122.96,165.49
654,123.78,169.0,0.28,121.63,161.38,0.3,120.38,164.45,0.32,121.91,152.32,0.1,124.71,152.21,0.13,111.93,154.66,0.09,118.87,143.12,0.31,121.93,164.94
655,124.12,169.09,0.3,121.96,161.66,0.32,120.32,164.63,0.35,121.7,152.24,0.11,124.55,152.16,0.14,111.68,154.74,0.1,118.94,143.18,0.32,122.13,165.13
656,124.5,168.34,0.24,124.57,162.8,0.28,118.48,163.89,0.3,121.87,152.06,0.09,124.46,151.93,0.11,112.32,155.34,0.05,119.03,143.2,0.29,122.52,165.01
657,125.02,168.14,0.23,124.59,162.68,0.27,118.74,163.99,0.29,121.87,151.9,0.08,122.56,154.5,0.11,112.32,155.45,0.04,119.14,143.38,0.28,122.79,164.94
658,125.53,168.13,0.24,124.73,162.65,0.29,121.08,164.56,0.31,121.83,151.8,0.09,122.71,154.35,0.11,112.16,155.54,0.05,119.25,143.61,0.29,123.78,165.11
659,125.84,168.12,0.25,124.87,162.64,0.3,121.18,164.65,0.33,121.74,151.67,0.09,122.85,154.19,0.12,112.08,155.54,0.06,119.29,143.7,0.29,123.96,165.14
660,126.11,168.0,0.26,125.02,162.61,0.3,121.41,164.66,0.33,121.88,151.4,0.09,123.05,153.93,0.11,112.1,155.54,0.06,119.45,143.95,0.27,124.18,165.09
661,126.09,167.95,0.26,125.0,162.57,0.3,121.39,164.64,0.34,121.84,151.44,0.09,123.06,153.93,0.12,112.05,155.53,0.06,119.4,143.94,0.28,124.16,165.05
662,126.08,167.87,0.26,124.98,162.53,0.31,121.39,164.6,0.35,121.83,151.46,0.09,123.06,153.91,0.12,112.07,155.6,0.06,119.35,143.95,0.28,124.15,165.0
663,126.06,167.82,0.27,124.94,162.49,0.31,121.37,164.58,0.35,121.81,151.47,0.09,123.02,153.93,0.12,112.04,155.59,0.07,119.33,143.96,0.28,124.12,164.96
664,126.05,167.72,0.26,124.94,162.46,0.3,121.43,164.53,0.34,121.85,151.4,0.09,123.03,153.88,0.12,112.09,155.59,0.06,119.35,143.98,0.27,124.14,164.91
665,126.11,167.8,0.26,125.0,162.49,0.31,121.44,164.58,0.34,121.83,151.38,0.09,123.07,153.85,0.12,112.06,155.6,0.07,119.36,144.0,0.28,124.18,164.96
666,126.1,167.8,0.26,125.01,162.49,0.3,121.43,164.58,0.34,121.84,151.34,0.09,123.07,153.83,0.12,112.05,155.54,0.07,119.4,144.03,0.27,124.18,164.96
667,126.14,167.8,0.27,125.01,162.49,0.31,121.45,164.57,0.35,121.84,151.39,0.09,123.1,153.85,0.12,112.1,155.6,0.07,119.35,144.01,0.28,124.2,164.96
668,126.14,167.85,0.27,125.03,162.51,0.31,121.44,164.6,0.35,121.83,151.37,0.09,123.1,153.84,0.12,112.06,155.58,0.07,119.37,144.02,0.28,124.2,164.99
669,126.24,167.97,0.27,125.12,162.56,0.31,121.43,164.69,0.36,121.79,151.35,0.1,123.15,153.82,0.12,111.94,155.52,0.07,119.41,144.03,0.28,124.26,165.07
670,126.33,168.07,0.27,125.18,162.6,0.32,121.4,164.78,0.37,121.72,151.3,0.1,123.16,153.79,0.13,111.8,155.45,0.08,119.42,144.06,0.29,124.3,165.15
671,126.37,167.93,0.27,125.17,162.56,0.31,121.51,164.75,0.36,121.75,151.2,0.1,123.18,153.68,0.12,111.89,155.49,0.08,119.45,144.11,0.28,124.35,165.08
672,126.41,167.7,0.28,125.11,162.49,0.32,121.61,164.67,0.36,121.78,151.19,0.1,124.06,150.99,0.12,112.05,155.58,0.07,119.42,144.12,0.28,124.37,164.96
673,126.4,167.69,0.28,125.11,162.47,0.32,121.58,164.67,0.36,121.74,151.17,0.1,124.02,150.97,0.12,112.0,155.57,0.07,119.43,144.13,0.28,124.36,164.94
674,126.37,167.87,0.29,125.12,162.49,0.33,121.41,164.74,0.39,121.66,151.29,0.11,123.19,153.72,0.13,111.76,155.54,0.09,119.37,144.11,0.29,124.3,165.03
675,126.27,167.88,0.29,125.06,162.49,0.33,121.36,164.71,0.38,121.68,151.36,0.1,123.15,153.8,0.13,111.81,155.58,0.09,119.34,144.07,0.29,124.23,165.03
676,126.15,167.81,0.28,125.0,162.48,0.32,121.37,164.62,0.37,121.72,151.44,0.1,123.11,153.87,0.13,111.94,155.64,0.08,119.31,144.01,0.29,124.17,164.97
677,126.2,167.82,0.27,125.04,162.48,0.32,121.42,164.61,0.36,121.75,151.39,0.1,123.09,153.84,0.12,112.01,155.64,0.07,119.34,144.02,0.28,124.22,164.97
678,126.18,167.83,0.28,125.02,162.48,0.32,121.4,164.61,0.36,121.77,151.37,0.1,123.09,153.85,0.12,111.95,155.59,0.08,119.36,144.04,0.28,124.2,164.97
679,126.2,167.83,0.27,125.05,162.49,0.32,121.42,164.62,0.36,121.79,151.33,0.1,123.12,153.81,0.12,111.96,155.57,0.08,119.39,144.05,0.28,124.22,164.98
680,126.22,167.83,0.28,125.04,162.48,0.32,121.41,164.63,0.36,121.79,151.32,0.1,123.1,153.81,0.12,111.89,155.55,0.08,119.4,144.05,0.28,124.22,164.98
681,126.2,167.77,0.27,125.05,162.48,0.31,121.48,164.6,0.36,121.8,151.29,0.1,123.11,153.76,0.12,112.02,155.58,0.07,119.4,144.06,0.27,124.24,164.95
682,126.21,167.7,0.27,125.04,162.47,0.31,121.54,164.58,0.35,121.82,151.27,0.09,123.11,153.75,0.12,112.06,155.6,0.07,119.38,144.06,0.27,124.26,164.92
683,126.29,167.73,0.28,125.1,162.48,0.32,121.55,164.62,0.36,121.77,151.28,0.1,124.09,151.1,0.12,112.01,155.6,0.07,119.35,144.08,0.28,124.31,164.94
684,126.37,167.76,0.28,125.16,162.5,0.32,121.57,164.67,0.37,121.76,151.23,0.1,123.21,153.67,0.12,111.93,155.56,0.08,119.39,144.12,0.28,124.37,164.97
685,126.33,167.77,0.3,125.15,162.48,0.33,121.47,164.68,0.39,121.67,151.22,0.11,123.3,153.59,0.13,111.77,155.44,0.1,119.37,144.15,0.29,124.32,164.98
686,126.82,168.0,0.32,125.39,162.58,0.37,121.5,165.02,0.44,119.71,155.71,0.12,123.43,153.64,0.15,111.5,155.6,0.13,119.29,144.27,0.31,124.57,165.2
687,126.78,167.94,0.32,125.36,162.57,0.37,121.49,165.0,0.44,119.7,155.73,0.12,123.45,153.63,0.16,111.49,155.61,0.14,119.26,144.28,0.32,124.54,165.17
688,126.73,167.84,0.32,125.33,162.57,0.37,121.52,164.97,0.44,119.66,155.76,0.12,123.45,153.64,0.16,111.46,155.59,0.14,119.27,144.33,0.32,124.52,165.13
689,126.41,167.87,0.33,125.21,162.58,0.37,121.38,164.89,0.44,119.67,155.84,0.12,123.41,153.76,0.16,111.46,155.52,0.14,119.3,144.34,0.32,124.34,165.11
690,126.2,167.97,0.32,125.14,162.63,0.36,121.27,164.86,0.43,119.65,155.92,0.12,123.35,153.91,0.15,111.45,155.47,0.13,119.34,144.32,0.31,124.2,165.15
691,125.92,167.99,0.32,125.1,162.67,0.36,121.2,164.77,0.42,116.61,154.38,0.12,123.38,153.91,0.15,111.47,155.39,0.13,119.32,144.26,0.31,124.07,165.14
692,124.84,167.67,0.34,124.83,162.62,0.35,121.03,164.28,0.41,116.77,154.32,0.12,124.3,151.5,0.14,111.61,154.98,0.14,119.17,144.12,0.31,123.57,164.86
693,123.53,168.39,0.41,125.15,162.93,0.38,120.57,164.08,0.43,116.94,153.93,0.15,124.53,152.12,0.16,111.47,154.17,0.17,118.87,143.74,0.33,123.08,165.14
694,123.15,168.38,0.4,125.18,162.94,0.37,120.64,163.88,0.4,116.91,153.89,0.13,124.65,152.21,0.14,111.73,153.99,0.14,118.89,143.58,0.31,122.99,165.07
695,122.82,168.36,0.41,125.32,163.09,0.37,120.8,163.74,0.39,117.06,153.88,0.13,124.92,152.41,0.14,112.0,153.82,0.14,118.88,143.51,0.31,122.98,165.06
696,122.43,168.31,0.41,125.33,163.1,0.37,120.81,163.49,0.37,117.14,153.72,0.12,125.17,152.43,0.13,112.31,153.59,0.12,118.87,143.43,0.3,122.86,164.97
697,122.25,168.45,0.4,125.33,163.16,0.36,120.76,163.46,0.36,117.2,153.57,0.11,125.27,152.47,0.13,112.39,153.39,0.12,118.86,143.34,0.3,122.78,165.02
698,122.12,168.44,0.38,125.18,163.19,0.34,117.89,160.94,0.34,117.1,153.87,0.11,125.21,152.68,0.12,113.47,152.16,0.1,118.74,143.08,0.3,121.73,164.19
699,122.29,168.43,0.39,125.22,163.19,0.35,120.79,163.51,0.35,117.13,153.92,0.11,125.21,152.56,0.12,112.48,153.74,0.1,118.86,143.31,0.3,122.77,165.05
700,122.44,168.38,0.39,125.19,163.14,0.35,120.78,163.56,0.35,117.16,153.93,0.11,125.16,152.49,0.12,112.47,153.8,0.1,118.88,143.33,0.3,122.81,165.02
701,122.64,168.43,0.4,125.23,163.14,0.36,120.76,163.69,0.37,117.13,153.97,0.12,125.05,152.47,0.13,112.26,153.86,0.12,118.9,143.38,0.3,122.87,165.09
702,122.81,168.42,0.41,125.2,163.08,0.37,120.71,163.76,0.38,117.08,153.99,0.12,124.93,152.45,0.13,112.08,153.93,0.13,118.89,143.43,0.31,122.91,165.09
703,123.04,168.38,0.41,125.11,162.96,0.37,120.63,163.83,0.39,116.99,154.01,0.12,124.77,152.32,0.14,111.93,154.04,0.13,118.91,143.49,0.31,122.93,165.05
704,123.23,168.2,0.4,124.99,162.81,0.37,120.59,163.84,0.4,116.97,154.06,0.12,124.61,152.19,0.14,111.88,154.22,0.13,118.9,143.53,0.31,122.94,164.95
705,123.48,167.94,0.41,125.01,162.69,0.38,120.65,163.83,0.42,117.03,153.95,0.13,124.55,152.11,0.15,111.73,154.24,0.15,118.89,143.6,0.32,123.05,164.82
706,123.92,167.32,0.4,124.88,162.4,0.37,120.87,163.66,0.42,117.1,154.04,0.12,124.5,151.8,0.15,111.99,154.44,0.14,118.97,143.69,0.31,123.22,164.46
707,124.35,167.38,0.4,124.95,162.38,0.38,120.96,163.78,0.43,117.18,154.11,0.13,124.52,151.77,0.16,111.97,154.66,0.16,119.0,143.73,0.32,123.42,164.52
708,124.39,167.28,0.4,124.98,162.36,0.38,121.03,163.76,0.43,117.14,154.08,0.13,124.52,151.69,0.16,111.93,154.68,0.16,119.05,143.81,0.32,123.47,164.47
709,124.35,167.4,0.4,124.95,162.42,0.38,120.98,163.8,0.43,117.17,154.2,0.13,124.52,151.82,0.16,111.94,154.75,0.16,119.02,143.79,0.32,123.42,164.54
710,124.32,167.52,0.39,124.92,162.48,0.37,120.94,163.88,0.42,117.1,154.26,0.13,124.51,151.86,0.15,111.87,154.75,0.15,119.05,143.78,0.32,123.4,164.62
711,124.27,167.48,0.38,124.9,162.49,0.37,120.97,163.86,0.41,117.13,154.31,0.12,124.5,151.82,0.15,111.97,154.77,0.14,119.08,143.79,0.31,123.38,164.61
712,124.26,167.5,0.38,124.89,162.51,0.37,120.97,163.87,0.41,117.11,154.3,0.13,124.48,151.84,0.15,111.94,154.76,0.14,119.06,143.79,0.31,123.37,164.63
713,124.31,167.45,0.37,124.85,162.5,0.36,121.01,163.88,0.41,117.12,154.44,0.12,124.48,151.84,0.14,112.02,154.89,0.14,119.08,143.81,0.31,123.39,164.61
714,124.36,167.41,0.36,124.83,162.48,0.36,121.03,163.88,0.41,117.17,154.53,0.12,124.46,151.87,0.14,112.1,154.98,0.13,119.03,143.79,0.31,123.41,164.59
715,124.33,167.4,0.36,124.85,162.5,0.36,121.06,163.87,0.41,117.15,154.5,0.12,124.49,151.84,0.14,112.07,154.95,0.13,119.08,143.82,0.31,123.41,164.59
716,124.32,167.41,0.37,124.87,162.53,0.36,121.07,163.87,0.41,117.15,154.45,0.12,124.51,151.8,0.14,112.03,154.9,0.14,119.11,143.85,0.31,123.42,164.6
717,124.4,167.38,0.36,124.82,162.48,0.36,121.07,163.88,0.4,117.17,154.55,0.12,124.48,151.83,0.14,112.11,155.02,0.13,119.08,143.83,0.31,123.43,164.58
718,124.45,167.38,0.36,124.8,162.46,0.36,121.07,163.88,0.4,117.19,154.6,0.12,124.48,151.84,0.14,112.15,155.08,0.13,119.07,143.84,0.31,123.44,164.58
