Frame,Nose_x,Nose_y,Nose_likelihood,Left_Ear_x,Left_Ear_y,Left_Ear_likelihood,Right_Ear_x,Right_Ear_y,Right_Ear_likelihood,Body_Center_x,Body_Center_y,Body_Center_likelihood,Left_Body_x,Left_Body_y,Left_Body_likelihood,Right_Body_x,Right_Body_y,Right_Body_likelihood,Tail_Base_x,Tail_Base_y,Tail_Base_likelihood,Head_Center_x,Head_Center_y
281,120.13,96.67,0.09,117.92,91.8,0.06,114.84,91.74,0.13,239.32,25.17,0.06,232.74,25.17,0.04,237.17,39.06,0.03,228.8,16.16,0.03,117.63,93.4
282,120.34,85.52,0.13,117.88,91.93,0.05,115.71,90.85,0.12,239.32,25.24,0.05,118.75,80.7,0.05,130.66,108.24,0.03,116.97,79.16,0.03,117.98,89.44
283,118.85,84.88,0.19,120.67,98.99,0.07,116.69,90.59,0.1,126.01,104.69,0.05,120.1,83.7,0.06,130.67,112.71,0.04,116.4,79.98,0.12,118.74,91.49
284,118.87,84.68,0.19,120.4,98.88,0.08,116.8,90.52,0.1,126.07,105.04,0.06,124.87,111.15,0.06,130.83,112.88,0.04,116.41,80.09,0.13,118.69,91.36
285,118.32,84.29,0.2,120.14,98.68,0.09,117.33,90.43,0.09,125.98,105.31,0.05,124.81,111.35,0.06,130.85,112.95,0.04,116.23,80.45,0.16,118.59,91.13
286,119.14,84.4,0.19,120.56,98.94,0.07,117.76,90.39,0.11,126.19,105.14,0.05,125.05,111.17,0.06,131.14,112.92,0.04,116.57,79.81,0.14,119.15,91.24
287,119.87,84.18,0.17,124.29,111.25,0.03,117.48,91.45,0.1,239.13,25.06,0.05,126.19,116.97,0.06,237.03,38.98,0.03,118.79,80.38,0.15,120.55,95.62
288,137.52,7.91,0.19,135.21,13.82,0.1,143.65,14.11,0.07,239.2,25.11,0.06,232.61,24.7,0.04,244.39,25.87,0.03,228.73,16.55,0.04,138.79,11.95
289,138.33,8.62,0.16,136.5,14.3,0.12,143.89,14.79,0.06,239.23,25.1,0.06,232.65,24.63,0.04,244.35,25.89,0.03,228.85,16.63,0.06,139.57,12.57
290,138.09,9.23,0.26,136.72,16.46,0.18,142.95,15.42,0.1,239.2,24.9,0.05,107.09,132.14,0.04,244.24,25.84,0.03,228.82,16.32,0.09,139.26,13.7
291,138.91,10.34,0.2,137.36,16.61,0.13,143.02,15.41,0.07,239.33,25.08,0.06,232.74,24.75,0.04,244.35,25.87,0.03,228.84,16.7,0.06,139.76,14.12
292,138.62,10.4,0.33,136.77,18.74,0.19,124.64,88.96,0.18,147.98,25.9,0.03,141.07,31.6,0.03,237.02,39.26,0.03,120.93,80.88,0.15,133.34,39.37
293,117.2,84.47,0.35,117.06,95.02,0.34,124.7,92.53,0.47,123.51,101.1,0.17,121.85,100.49,0.1,127.27,106.06,0.18,117.28,81.98,0.23,119.65,90.67
294,117.08,83.92,0.36,115.73,96.21,0.37,124.19,94.8,0.48,123.35,102.28,0.23,122.9,101.81,0.17,123.79,101.06,0.15,116.92,82.37,0.32,119.0,91.64
295,116.55,85.79,0.46,117.35,97.93,0.42,123.16,96.81,0.48,122.52,102.73,0.26,123.04,102.62,0.22,124.19,104.54,0.18,116.46,82.6,0.4,119.02,93.51
296,116.29,88.41,0.44,117.98,101.56,0.48,121.76,101.78,0.49,121.44,102.92,0.26,123.35,103.14,0.24,122.45,104.14,0.25,115.89,84.97,0.38,118.68,97.25
297,117.31,87.16,0.43,118.14,103.53,0.45,123.19,103.16,0.52,119.21,104.51,0.19,123.53,105.57,0.18,123.15,107.7,0.17,115.81,87.97,0.39,119.55,97.95
298,117.15,96.75,0.43,116.68,107.69,0.39,124.2,106.99,0.59,123.82,115.58,0.18,123.79,113.83,0.11,126.05,114.43,0.15,117.18,91.58,0.34,119.34,103.81
299,119.02,95.96,0.53,117.29,109.54,0.39,124.22,110.16,0.57,122.83,118.64,0.21,121.15,118.29,0.16,126.31,121.52,0.21,118.23,95.04,0.18,120.18,105.22
300,119.07,98.41,0.45,116.89,116.01,0.31,122.3,115.2,0.45,121.52,119.72,0.26,123.74,119.78,0.22,126.53,123.49,0.28,117.55,99.33,0.33,119.42,109.88
301,115.66,104.45,0.28,118.16,128.71,0.26,121.96,122.79,0.42,121.76,129.23,0.17,124.41,123.15,0.14,121.14,124.52,0.15,116.02,104.53,0.46,118.6,118.65
302,117.1,111.19,0.43,117.19,131.29,0.28,120.67,128.56,0.41,120.57,132.49,0.29,122.63,132.82,0.25,118.62,131.31,0.2,117.34,112.12,0.31,118.32,123.68
303,118.77,115.2,0.4,116.33,132.31,0.21,122.77,128.55,0.29,121.39,135.73,0.13,122.95,136.38,0.1,127.32,140.15,0.1,118.0,116.68,0.24,119.29,125.35
304,117.56,121.32,0.36,117.41,135.18,0.2,123.11,136.08,0.36,122.4,144.68,0.11,120.0,145.05,0.05,125.78,145.05,0.1,118.43,123.85,0.18,119.36,130.86
305,116.33,128.19,0.37,117.99,145.36,0.18,121.59,141.24,0.22,118.2,143.28,0.12,118.56,142.78,0.11,127.68,152.0,0.1,118.82,127.79,0.24,118.64,138.26
306,117.76,130.8,0.21,118.39,146.32,0.13,116.46,151.19,0.09,130.3,147.54,0.07,126.43,147.44,0.05,135.14,148.87,0.06,119.03,130.58,0.11,117.54,142.77
307,118.91,135.47,0.25,117.61,151.31,0.16,122.26,152.05,0.12,123.19,151.3,0.07,122.47,152.56,0.06,236.87,40.27,0.03,119.75,135.72,0.07,119.59,146.28
308,114.48,165.29,0.32,121.15,158.95,0.19,117.33,153.98,0.18,121.28,149.74,0.16,122.87,149.81,0.16,115.93,144.54,0.14,119.86,136.91,0.2,117.65,159.41
309,113.48,164.65,0.4,121.44,159.73,0.34,116.54,154.22,0.25,122.75,150.37,0.21,123.78,150.29,0.24,115.86,143.92,0.23,118.41,141.28,0.19,117.15,159.53
310,113.12,164.2,0.43,121.64,159.76,0.37,116.45,153.96,0.25,122.9,150.43,0.22,124.08,150.6,0.24,115.5,143.78,0.26,118.43,141.55,0.17,117.07,159.31
311,112.69,164.38,0.45,121.41,160.2,0.41,116.15,154.12,0.28,122.86,151.06,0.23,124.37,151.61,0.25,115.06,144.3,0.29,118.39,141.43,0.19,116.75,159.57
312,112.33,164.87,0.44,121.22,160.21,0.39,116.19,154.12,0.27,123.2,151.03,0.21,124.44,151.43,0.23,115.38,143.91,0.28,118.38,141.8,0.15,116.58,159.73
313,112.5,164.86,0.42,121.29,160.1,0.36,116.58,153.96,0.25,123.62,151.08,0.19,124.45,151.23,0.21,115.81,143.49,0.24,118.48,142.2,0.11,116.79,159.64
314,112.37,165.0,0.45,121.28,160.21,0.4,116.28,154.11,0.27,123.71,151.17,0.2,124.86,151.72,0.21,115.79,143.51,0.24,118.5,142.27,0.1,116.64,159.77
315,112.28,165.42,0.48,121.22,160.48,0.43,115.85,154.4,0.29,123.57,151.21,0.21,125.09,152.15,0.22,115.73,142.41,0.28,118.58,142.2,0.13,116.45,160.1
316,112.28,165.75,0.49,121.33,160.67,0.44,115.73,154.49,0.29,123.95,150.96,0.2,125.44,151.92,0.21,115.86,142.22,0.27,118.82,142.59,0.11,116.45,160.3
317,112.8,165.95,0.49,121.53,160.77,0.43,116.0,154.58,0.28,124.41,150.93,0.19,125.66,151.79,0.2,115.93,142.23,0.27,119.03,142.9,0.11,116.78,160.43
318,113.18,166.24,0.49,121.59,161.0,0.41,116.39,154.81,0.26,125.04,151.28,0.16,125.78,151.97,0.17,116.31,142.6,0.26,119.32,143.03,0.09,117.05,160.68
319,112.98,166.62,0.51,121.37,161.33,0.45,116.31,155.07,0.28,127.58,152.67,0.18,128.91,158.6,0.19,116.27,143.35,0.27,119.46,143.1,0.08,116.89,161.01
320,112.51,166.75,0.53,121.16,161.54,0.51,115.91,155.36,0.33,127.54,152.93,0.23,128.79,158.73,0.22,116.2,143.81,0.28,119.52,143.08,0.1,116.53,161.22
321,111.98,167.44,0.55,120.36,162.07,0.57,114.84,157.66,0.38,126.48,153.49,0.29,127.78,156.94,0.24,115.57,144.85,0.3,118.93,142.29,0.18,115.73,162.39
322,111.72,168.1,0.55,119.34,162.77,0.56,114.52,158.41,0.39,125.65,154.4,0.3,126.88,157.62,0.24,115.1,145.76,0.29,118.44,141.55,0.23,115.19,163.09
323,111.75,168.34,0.53,118.83,163.0,0.53,114.6,158.74,0.4,124.92,155.29,0.31,126.33,158.42,0.24,114.52,146.3,0.28,118.25,140.95,0.27,115.06,163.36
324,112.34,168.35,0.52,119.12,162.61,0.5,115.0,158.66,0.39,125.0,155.51,0.29,126.19,158.09,0.23,114.5,146.68,0.29,118.31,140.86,0.29,115.49,163.2
325,112.47,168.28,0.52,119.26,162.39,0.49,115.1,158.44,0.39,125.13,155.3,0.29,126.23,157.86,0.23,114.58,146.72,0.28,118.27,141.03,0.28,115.61,163.04
326,112.78,168.04,0.52,119.15,161.9,0.46,115.49,158.11,0.37,125.28,155.25,0.25,125.89,157.6,0.2,114.61,146.65,0.27,118.11,141.29,0.26,115.81,162.68
327,113.07,167.54,0.51,119.17,162.76,0.41,116.01,157.49,0.32,125.55,155.07,0.19,125.83,159.12,0.16,114.8,146.24,0.25,117.99,141.62,0.23,116.09,162.6
328,113.8,167.4,0.49,119.18,162.32,0.38,112.81,160.64,0.29,125.41,154.88,0.16,122.28,155.64,0.14,114.45,145.73,0.23,117.84,141.44,0.24,115.26,163.45
329,115.19,166.69,0.51,119.89,160.67,0.43,116.53,157.85,0.3,125.02,154.37,0.16,122.82,154.85,0.18,114.24,145.67,0.21,118.04,142.1,0.31,117.2,161.73
330,117.71,166.5,0.48,122.04,161.58,0.34,115.64,161.41,0.27,121.29,151.21,0.12,122.27,153.31,0.12,115.32,146.4,0.17,118.89,142.59,0.29,118.46,163.16
331,119.24,165.92,0.41,122.69,161.13,0.3,121.51,154.59,0.27,121.96,150.92,0.11,121.51,152.93,0.11,115.92,146.29,0.14,119.25,143.13,0.22,121.15,160.55
332,120.1,165.01,0.46,122.38,160.6,0.35,121.95,154.3,0.37,120.36,152.27,0.2,123.27,152.77,0.21,113.86,148.07,0.21,118.07,140.93,0.34,121.48,159.97
333,120.93,164.54,0.48,122.51,160.28,0.35,122.2,155.2,0.39,119.93,151.82,0.22,122.93,152.1,0.24,113.78,148.17,0.2,117.69,141.22,0.35,121.88,160.01
334,121.53,164.21,0.48,122.44,159.92,0.33,119.51,157.4,0.37,119.95,151.6,0.2,123.56,151.32,0.24,113.75,147.99,0.19,116.86,142.25,0.3,121.16,160.51
335,122.15,163.98,0.51,118.51,152.53,0.35,119.99,157.66,0.39,120.36,150.91,0.16,123.8,150.03,0.21,114.67,147.41,0.16,116.78,143.67,0.19,120.22,158.06
336,122.05,163.69,0.47,118.06,152.78,0.41,121.9,155.78,0.42,121.09,151.18,0.11,118.95,152.54,0.14,115.89,147.51,0.13,117.45,143.71,0.13,120.67,157.42
337,122.1,163.56,0.41,117.31,152.75,0.42,122.49,156.69,0.4,127.91,159.27,0.08,118.18,153.16,0.11,133.41,158.05,0.15,115.31,139.24,0.07,120.63,157.67
338,122.08,163.94,0.42,116.46,152.72,0.48,122.85,157.25,0.44,117.51,158.78,0.1,114.63,158.85,0.15,133.03,157.72,0.21,116.77,143.0,0.08,120.46,157.97
339,122.13,163.91,0.44,116.28,152.67,0.48,122.37,157.73,0.47,116.52,158.35,0.13,114.09,158.3,0.16,132.8,158.12,0.19,116.7,142.78,0.1,120.26,158.1
340,121.64,163.76,0.4,116.17,152.2,0.48,121.52,157.2,0.43,115.87,157.52,0.15,113.96,157.15,0.16,132.39,157.64,0.18,116.08,142.42,0.09,119.78,157.72
341,121.49,164.2,0.4,116.16,151.77,0.49,121.0,156.49,0.42,115.49,157.3,0.17,113.66,156.87,0.18,131.83,157.69,0.16,116.2,142.29,0.1,119.55,157.48
342,121.26,164.44,0.38,116.65,151.31,0.45,120.47,155.98,0.37,117.52,156.94,0.17,116.42,152.93,0.17,125.55,157.45,0.16,114.5,143.24,0.1,119.46,157.24
343,121.52,165.24,0.37,116.14,151.37,0.43,120.89,156.25,0.36,117.47,157.56,0.15,116.42,153.48,0.15,125.83,157.73,0.16,116.15,141.9,0.11,119.52,157.62
344,121.64,165.93,0.36,116.01,150.95,0.39,120.98,155.58,0.36,119.05,158.61,0.16,116.43,153.66,0.14,126.38,158.03,0.18,118.22,167.17,0.11,119.54,157.48
345,121.37,166.4,0.38,115.88,151.1,0.36,121.19,155.59,0.37,119.37,159.35,0.17,114.52,158.41,0.13,126.98,158.46,0.19,116.09,141.79,0.12,119.48,157.7
346,120.96,166.98,0.4,115.67,159.95,0.33,121.38,157.26,0.36,120.33,160.82,0.14,116.68,154.34,0.12,123.46,163.86,0.18,116.07,142.57,0.14,119.34,161.4
347,117.88,150.56,0.42,115.37,160.69,0.37,122.27,157.76,0.38,120.08,162.25,0.17,114.22,158.72,0.15,123.11,163.54,0.21,116.05,143.79,0.13,118.51,156.34
348,117.5,149.09,0.5,114.08,156.44,0.37,123.11,156.61,0.46,119.31,163.76,0.21,113.56,159.48,0.15,123.08,164.03,0.26,115.75,145.01,0.14,118.23,154.05
349,118.12,149.37,0.54,114.34,157.2,0.41,123.89,157.52,0.45,120.03,164.68,0.18,114.04,161.73,0.18,124.09,164.53,0.24,116.42,146.0,0.1,118.78,154.7
350,119.08,149.94,0.4,115.91,158.12,0.31,123.85,158.32,0.32,120.87,165.33,0.12,114.63,163.69,0.1,125.53,166.58,0.19,120.05,172.87,0.05,119.61,155.46
351,116.84,151.06,0.22,124.3,165.08,0.19,121.7,165.99,0.18,117.71,162.72,0.04,116.15,162.85,0.05,126.72,165.56,0.1,129.42,24.91,0.12,120.95,160.71
352,123.11,171.45,0.22,125.62,166.55,0.21,122.13,166.44,0.2,126.2,163.46,0.03,132.54,133.54,0.04,128.58,165.05,0.08,119.89,168.89,0.14,123.62,168.15
353,122.51,172.41,0.18,126.6,167.72,0.17,118.38,165.19,0.2,230.4,136.63,0.02,128.74,152.14,0.05,141.76,146.64,0.1,120.72,168.57,0.11,122.5,168.44
354,120.97,171.95,0.22,128.76,167.78,0.2,117.98,165.75,0.23,149.95,33.01,0.02,130.43,151.0,0.04,135.49,146.15,0.14,128.33,19.69,0.1,122.57,168.49
355,120.88,171.05,0.15,121.9,167.44,0.16,118.15,166.04,0.2,150.09,32.85,0.03,115.17,138.21,0.03,142.46,146.22,0.09,128.47,20.25,0.1,120.31,168.18
356,120.69,170.33,0.26,122.5,166.31,0.21,119.02,164.96,0.23,162.36,29.86,0.03,222.04,138.35,0.04,141.69,146.15,0.09,129.5,16.0,0.11,120.74,167.2
357,120.53,169.08,0.35,121.77,165.82,0.25,118.88,164.71,0.25,163.45,29.84,0.03,221.6,137.91,0.06,140.51,145.36,0.06,122.11,164.35,0.04,120.39,166.53
358,121.3,167.34,0.37,123.57,164.44,0.26,119.65,164.61,0.24,224.89,137.28,0.04,221.12,137.93,0.07,243.34,123.91,0.02,128.56,153.13,0.04,121.51,165.46
359,121.93,166.41,0.39,123.23,163.78,0.27,119.72,164.48,0.25,130.0,165.77,0.02,220.97,137.94,0.04,100.78,165.79,0.03,121.74,162.41,0.04,121.62,164.89
360,121.99,165.7,0.4,123.23,163.45,0.27,119.9,164.12,0.24,224.24,137.43,0.03,221.08,137.92,0.05,100.85,165.93,0.03,121.82,162.16,0.04,121.71,164.42
361,122.05,164.22,0.34,122.56,163.2,0.26,122.46,163.75,0.25,114.65,157.22,0.04,220.94,137.93,0.06,101.06,166.09,0.03,121.43,161.85,0.05,122.36,163.72
362,122.58,161.33,0.32,121.35,162.33,0.25,122.7,163.5,0.24,114.37,157.32,0.05,221.11,138.05,0.07,101.14,166.19,0.03,121.43,161.79,0.05,122.21,162.39
363,122.62,160.72,0.34,121.07,161.85,0.25,123.52,162.26,0.24,114.11,157.42,0.06,220.93,138.17,0.08,112.42,157.84,0.04,121.64,161.97,0.04,122.4,161.61
364,122.68,160.5,0.35,120.94,161.67,0.25,123.56,162.22,0.25,113.9,157.55,0.06,221.03,138.27,0.06,112.34,158.07,0.04,121.72,162.15,0.04,122.39,161.46
365,122.52,159.85,0.38,119.9,161.28,0.26,123.47,161.95,0.27,113.69,157.85,0.08,118.76,157.74,0.06,112.37,158.44,0.06,125.0,163.8,0.04,121.96,161.03
366,122.29,159.45,0.39,120.83,160.58,0.26,123.42,161.66,0.26,113.68,157.95,0.07,118.69,157.78,0.06,102.26,166.42,0.05,125.08,163.66,0.04,122.18,160.56
367,122.15,159.14,0.37,120.81,160.45,0.25,123.43,161.51,0.25,124.64,169.06,0.06,118.78,157.95,0.05,129.99,170.27,0.05,125.11,163.06,0.05,122.13,160.37
368,122.03,158.98,0.37,120.77,160.37,0.25,123.4,161.43,0.24,124.69,169.22,0.07,221.19,138.6,0.04,130.09,170.33,0.06,125.12,162.9,0.05,122.06,160.26
369,121.86,158.6,0.36,120.58,160.18,0.26,123.38,161.28,0.24,124.64,169.39,0.07,121.01,168.63,0.05,130.09,170.44,0.06,125.2,162.59,0.06,121.94,160.02
370,121.73,158.53,0.34,120.66,160.12,0.25,123.39,161.17,0.22,124.95,169.35,0.07,121.32,168.65,0.05,130.24,170.29,0.06,125.36,162.21,0.06,121.93,159.94
371,121.67,158.53,0.35,120.67,160.12,0.25,123.36,161.14,0.22,125.03,169.27,0.07,121.45,168.55,0.05,130.21,170.15,0.06,125.35,162.09,0.06,121.9,159.93
372,121.79,158.71,0.36,120.74,160.16,0.26,123.34,161.22,0.24,124.97,169.14,0.07,121.4,168.32,0.04,102.24,166.62,0.05,125.31,162.25,0.06,121.96,160.03
373,121.8,158.84,0.36,120.84,160.21,0.26,123.39,161.2,0.23,125.22,169.0,0.06,121.71,168.16,0.04,102.13,166.6,0.05,125.38,162.2,0.06,122.01,160.08
374,121.02,160.2,0.36,121.16,160.52,0.24,123.38,161.41,0.22,125.33,168.65,0.05,221.14,138.83,0.04,101.85,166.48,0.05,125.38,162.34,0.06,121.86,160.71
375,121.67,162.28,0.31,121.9,162.51,0.2,123.54,161.87,0.18,125.54,167.71,0.03,221.11,138.67,0.05,100.89,166.49,0.03,125.7,162.19,0.06,122.37,162.22
376,121.88,162.42,0.32,121.73,162.49,0.22,122.71,162.97,0.22,125.12,167.62,0.03,221.18,138.7,0.05,101.09,166.37,0.03,125.42,162.59,0.05,122.11,162.63
377,121.93,162.62,0.33,121.73,162.58,0.23,122.66,163.13,0.23,125.04,167.52,0.02,221.08,138.57,0.05,101.09,166.3,0.03,121.8,161.82,0.05,122.11,162.77
378,121.83,162.37,0.31,121.49,162.54,0.23,122.7,163.02,0.23,124.9,167.74,0.03,220.87,138.43,0.04,129.8,169.28,0.03,121.73,161.79,0.05,122.01,162.64
379,122.39,160.1,0.31,120.63,161.72,0.23,122.83,162.73,0.23,114.28,157.53,0.05,220.67,137.98,0.04,129.75,169.57,0.04,121.62,161.82,0.05,121.95,161.52
380,122.37,159.89,0.33,120.46,161.54,0.24,123.42,161.9,0.23,114.15,157.56,0.06,220.78,138.38,0.08,129.6,169.46,0.04,124.76,162.74,0.04,122.08,161.11
381,122.28,159.59,0.32,120.21,161.46,0.24,123.54,161.62,0.22,114.24,157.14,0.08,220.29,139.17,0.05,112.71,157.63,0.05,121.53,162.17,0.03,122.01,160.89
382,122.15,159.68,0.34,119.76,161.19,0.26,123.58,161.65,0.24,114.16,157.13,0.09,220.68,139.8,0.07,112.53,157.54,0.05,121.59,162.26,0.03,121.83,160.84
383,122.13,160.32,0.37,119.58,161.22,0.29,123.28,161.73,0.27,113.92,157.13,0.1,114.71,154.8,0.06,112.21,157.65,0.07,121.71,162.52,0.03,121.66,161.09
384,122.11,160.49,0.33,120.1,161.92,0.27,123.19,161.94,0.25,113.85,157.2,0.08,116.67,153.65,0.04,126.19,168.31,0.07,118.95,150.56,0.04,121.8,161.45
385,122.15,160.66,0.33,119.44,161.29,0.28,122.93,161.88,0.26,113.8,157.08,0.08,126.33,166.54,0.04,125.86,167.76,0.07,119.1,150.31,0.05,121.51,161.27
386,121.93,161.18,0.32,120.24,161.97,0.26,122.82,162.08,0.26,124.53,166.51,0.07,126.33,166.66,0.04,126.01,167.68,0.08,119.13,150.42,0.06,121.66,161.74
387,118.91,156.11,0.34,119.63,160.98,0.27,123.71,161.01,0.3,124.73,165.87,0.05,126.7,166.16,0.04,126.12,167.06,0.06,119.41,148.96,0.07,120.75,159.37
388,119.96,154.81,0.26,119.95,162.24,0.28,119.41,164.38,0.26,126.62,165.45,0.04,120.54,156.42,0.06,123.97,165.7,0.05,120.29,147.65,0.18,119.77,160.48
389,120.85,168.87,0.3,119.84,163.07,0.33,118.62,164.92,0.36,121.6,161.25,0.09,121.33,156.91,0.09,118.03,164.2,0.06,120.44,147.37,0.23,119.77,165.62
390,119.02,153.16,0.24,120.59,165.65,0.24,116.46,164.87,0.28,115.75,156.47,0.06,120.38,157.48,0.07,116.49,150.12,0.05,120.67,146.44,0.26,118.69,161.23
391,118.28,169.96,0.32,119.96,165.83,0.33,115.44,164.2,0.34,122.42,161.73,0.08,127.27,164.18,0.06,117.65,163.84,0.05,119.82,145.34,0.24,117.9,166.66
392,117.55,171.81,0.33,120.0,166.11,0.34,115.55,164.24,0.35,122.22,161.56,0.09,127.35,164.41,0.07,117.61,163.88,0.06,119.33,144.99,0.26,117.7,167.39
393,117.57,172.06,0.32,119.94,166.25,0.33,115.54,164.49,0.35,121.88,161.94,0.09,122.81,162.07,0.07,117.51,163.95,0.06,119.29,144.83,0.28,117.68,167.6
394,117.56,172.09,0.32,119.87,166.41,0.33,115.6,164.72,0.35,121.87,162.41,0.09,123.19,162.44,0.07,117.72,164.42,0.05,119.5,144.87,0.28,117.68,167.74
395,117.52,172.12,0.31,119.86,166.48,0.32,115.75,164.82,0.33,122.32,163.1,0.09,124.15,162.75,0.07,118.13,164.78,0.04,119.65,145.08,0.28,117.71,167.81
396,117.08,172.1,0.31,119.97,166.75,0.31,115.88,164.64,0.3,123.04,163.31,0.07,129.8,167.48,0.07,118.26,164.89,0.04,120.25,144.81,0.32,117.64,167.83
397,116.25,172.03,0.27,119.91,167.29,0.26,116.17,164.6,0.25,116.3,155.5,0.05,130.46,167.75,0.07,118.84,165.65,0.03,120.58,144.88,0.31,117.44,167.97
398,115.55,170.4,0.34,120.19,167.23,0.31,115.81,163.82,0.28,124.14,163.34,0.06,131.01,166.89,0.1,118.77,164.71,0.05,120.66,145.0,0.3,117.18,167.15
399,114.68,169.96,0.36,120.11,167.18,0.31,115.75,163.29,0.28,124.39,162.96,0.08,128.55,166.18,0.12,118.75,164.47,0.06,120.65,144.84,0.27,116.85,166.81
400,113.66,169.29,0.33,119.76,167.06,0.28,115.61,162.78,0.26,127.08,163.87,0.08,128.21,166.14,0.13,118.96,164.7,0.05,120.84,144.79,0.23,116.34,166.38
401,112.83,169.02,0.3,119.92,165.99,0.27,115.44,162.51,0.24,127.14,163.95,0.07,127.94,166.17,0.12,118.35,145.27,0.05,121.26,144.93,0.2,116.06,165.84
402,112.38,168.66,0.24,119.9,165.9,0.24,115.21,162.42,0.2,124.55,162.87,0.06,128.09,166.13,0.11,119.98,146.44,0.06,121.34,143.83,0.19,115.83,165.66
403,111.28,168.49,0.26,119.45,165.84,0.27,114.96,162.09,0.2,125.41,165.14,0.07,127.61,166.1,0.11,119.05,145.22,0.06,121.41,144.22,0.18,115.23,165.47
404,109.84,169.03,0.3,118.67,166.24,0.33,114.08,161.76,0.22,125.58,161.93,0.11,127.44,164.63,0.14,118.99,145.34,0.1,121.32,145.0,0.16,114.2,165.68
405,106.63,169.41,0.26,117.49,166.4,0.3,113.64,162.11,0.17,124.87,166.22,0.09,125.57,166.81,0.14,118.76,145.84,0.09,120.91,145.53,0.13,112.59,165.97
406,103.63,172.28,0.27,115.74,167.71,0.23,114.23,164.5,0.11,123.18,167.43,0.1,123.96,168.52,0.12,118.53,146.77,0.07,120.09,145.93,0.11,111.2,168.16
407,101.93,171.93,0.21,112.97,170.75,0.13,108.83,164.74,0.05,122.44,169.19,0.09,119.68,170.83,0.09,127.01,169.55,0.06,119.58,147.46,0.06,107.91,169.14
408,100.13,169.43,0.16,112.98,165.91,0.08,113.27,165.49,0.03,120.7,170.85,0.05,118.49,171.45,0.04,127.39,171.73,0.03,230.13,14.81,0.03,108.79,166.95
409,99.7,168.59,0.13,113.24,166.56,0.05,115.17,166.27,0.03,120.69,171.4,0.05,118.09,176.06,0.04,127.63,172.05,0.03,229.95,14.92,0.03,109.37,167.14
410,99.14,168.2,0.09,107.65,169.23,0.05,115.29,167.03,0.03,117.82,175.61,0.05,116.75,176.9,0.03,127.08,173.31,0.03,100.32,173.63,0.03,107.36,168.15
411,99.18,168.74,0.11,107.07,169.25,0.07,115.52,167.41,0.06,115.68,176.35,0.06,115.46,181.39,0.05,116.48,182.01,0.04,99.71,173.72,0.07,107.25,168.47
412,114.67,162.11,0.23,105.04,169.55,0.13,115.5,168.22,0.18,113.14,177.81,0.1,107.17,180.01,0.11,115.26,181.02,0.08,98.7,175.11,0.15,111.74,166.63
413,114.13,164.75,0.28,103.26,170.24,0.16,112.18,169.83,0.13,110.97,177.83,0.09,105.62,178.72,0.09,113.79,180.78,0.06,97.37,175.92,0.13,109.86,168.27
414,85.52,172.9,0.21,100.72,172.7,0.08,92.89,168.37,0.03,110.81,178.28,0.06,107.58,180.31,0.06,112.99,183.25,0.02,95.12,175.89,0.08,93.04,171.32
415,83.29,172.79,0.25,91.87,174.29,0.1,91.5,168.35,0.08,107.66,178.05,0.08,105.53,180.24,0.08,110.9,176.09,0.05,93.64,175.97,0.05,88.89,171.81
416,80.74,172.73,0.2,90.6,174.09,0.15,90.54,168.24,0.09,105.35,177.58,0.04,91.77,179.74,0.05,89.27,170.75,0.02,93.24,176.2,0.03,87.3,171.68
417,80.67,171.75,0.18,89.83,173.53,0.18,90.08,168.33,0.08,101.79,175.49,0.04,90.4,178.98,0.05,106.41,171.26,0.02,92.61,174.74,0.03,86.86,171.2
418,80.16,171.16,0.18,89.34,172.93,0.17,100.41,172.46,0.07,102.36,172.19,0.03,89.25,177.98,0.04,87.15,168.82,0.02,92.5,175.64,0.03,89.97,172.18
419,99.78,171.08,0.16,87.48,172.83,0.15,88.43,168.36,0.06,101.79,171.81,0.02,84.99,178.83,0.04,228.73,139.55,0.02,82.46,176.51,0.04,91.9,170.76
420,98.64,171.7,0.19,86.45,172.38,0.09,98.41,174.11,0.06,222.98,140.54,0.02,83.77,178.02,0.03,228.63,139.56,0.02,221.69,24.88,0.04,94.5,172.73
421,98.56,171.83,0.12,95.91,172.36,0.03,99.04,174.23,0.04,223.14,140.55,0.03,221.13,141.31,0.03,156.67,113.45,0.03,221.38,25.54,0.03,97.84,172.81
422,78.71,168.43,0.04,26.53,236.75,0.01,98.55,173.73,0.02,147.23,112.57,0.03,221.19,141.23,0.03,156.54,113.43,0.04,221.04,25.85,0.04,67.93,192.97
423,205.56,90.48,0.03,26.51,236.79,0.01,153.1,97.59,0.02,147.27,112.76,0.03,221.32,141.39,0.03,156.49,113.64,0.05,213.1,184.36,0.03,128.39,141.62
424,204.76,90.36,0.04,151.29,139.57,0.01,97.39,173.96,0.02,223.41,140.33,0.03,221.49,141.32,0.04,229.29,199.42,0.03,213.02,184.23,0.03,151.15,134.63
425,81.19,168.97,0.11,84.84,173.96,0.01,96.36,173.43,0.02,83.2,182.76,0.01,76.29,178.78,0.02,229.04,200.24,0.02,225.77,16.35,0.03,87.46,172.12
426,81.08,168.84,0.11,84.65,173.83,0.01,96.49,173.24,0.02,235.59,31.41,0.01,76.24,178.91,0.02,234.54,39.38,0.04,80.54,172.0,0.02,87.41,171.97
